code,countries,category,name,centroid,activationTime,lastUpdate,drmPhase,closed,n_aois,n_products,search_snippet,past_items_search_text
EMSN132,"[{'short_name': 'Brazil'}, {'short_name': 'China'}, {'short_name': 'France'}, {'short_name': 'United States'}, {'short_name': 'United States Minor Outlying Islands'}, {'short_name': 'Zambia'}]","{'slug': 'other', 'name': 'Other'}",Copernicus Exposure Mapping (GHSL) reference data,POINT (-45.8314 -23.17343),2022-07-05T01:00:00,,preparedness,True,0,0,CEMS Risk and Recovery Mapping service has been activated by DG Joint Research Centre with the aim to source high-quality reference dataset to establish the new Exposure Mapping component of the Copernicus Emergency Management Service. The outputs of this activation will be used for the establish...,
EMSR586,[{'short_name': 'Australia'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in New South Wales- Australia,POINT (150.75 -33.6),2022-07-03T08:40:00,2022-07-09T22:06:00,response,True,6,19,An East Coast Low has developed off the coast of New South Wales which is producing heavy rain with a threat to life and property through the rapid rising of rivers and flash flooding. Flooding impacts are expected to last throughout the next week. This area was the location of previous flooding...,
EMSR585,[{'short_name': 'Iran'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in southern Iran,POINT (55.327 26.883999999999983),2022-07-02T22:14:00,2022-07-03T17:27:00,response,True,3,6,"In early hours of 02 July 2022 at 02:02 IRDST an earthquake with magnitude of 6.1 hit near Bandar Khamir, Hormozgan Province, Iran._x000D_
However, two of the strongest shocks were registered at magnitude 6.3, but the one that inflicted all the casualties is thought to be an_x000D_
initial magnit...",
EMSR584,[{'short_name': 'Afghanistan'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Afghanistan,POINT (69.46757 33.07907),2022-06-22T14:47:00,2022-06-27T14:01:00,response,True,13,15,"On 22/06/2022, a powerful earthquake with a magnitude of 5.9 struck about 44km from the city of Khost, with a depth of 10km. According to the latest reports, there are hundreds of fatalities and people injured. An unknown number of people remained stuck under rubble and in outlying areas. Tremors...",
EMSR583,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Aragon- Spain,POINT (-1.35128 41.01955),2022-06-21T11:16:00,2022-06-28T17:10:00,response,True,1,5,"As of 20 June, the situation in the Arag√≥n region continues to be one of simultaneous forest fires, affecting areas of high ecological value. Currently, we are focusing on the fire in Castej√≥n de Tornos, Teruel, which has already destroyed some 2,000 ha with the potential to burn with high inte...",
EMSN131,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}","Forest fire in Arguedas, Spain",POINT (-1.59625 42.18964),2022-06-21T01:00:00,,recovery,True,1,1,"The CEMS Risk and Recovery Standard (RRM STD) has been activated by the Spanish General Directorate of Civil Protection and Emergencies (CENEM) on behalf of the Ministry of Interior of Spain, D. G. Guardia Civil and Jefatura del Seprona, following the forest fire that broke out in the in the muni...",
EMSR582,[{'short_name': 'Germany'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Brandenburg-Deutschland,POINT (13.05671 52.15382),2022-06-20T13:37:00,2022-06-21T23:15:00,response,True,2,2,"On 18/6/2022, two massive wildfires occured in the Brandenburg Region, with around 400 hectares already burned.Some streets of the outskirts of Beelitz were evacuated._x000D_
The affected terrain is contaminated with undiscovered ordnance loads",
EMSR581,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Zaragoza- Spain,POINT (-1.1023 42.0805),2022-06-17T11:04:00,2022-06-22T19:21:00,response,True,1,4,"On June 16, 2022, the situation in the Arag√≥n region was one of simultaneous forest fires, affecting areas of high ecological value (Red Natura 2000). On June 17, the Nonaspe, Zaragoza fire has already destroyed some 1,000 ha with the potential to burn with high intensity._x000D_
Currently, the...",
EMSR580,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Sierra Culebra- Spain,POINT (-6.19999 41.86749),2022-06-17T10:55:00,2022-06-26T10:07:00,response,True,1,1,"On 15/06/2022, several forest fires occurred due to an electrical storm in several municipalities in the province of Zamora (Castilla y Le√≥n), Spain. This fire mainly affects the municipalities of Ferreras de Arriba, Riofr√≠o de Aliste and Ferreras de Abajo. Due to adverse weather conditions the...",
EMSR579,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Navarra- Spain,POINT (-1.437 42.62658),2022-06-16T14:33:00,2022-06-28T00:03:00,response,True,8,18,"Several forest fires that started during the night of  the 14 June 2022 to the 15 June 2022, are affecting areas of environmental protection and heritage, several people have been evacuated from a monastery. Current Situation Although the fires are stabilised for the moment, the weather forecast...",
EMSR578,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Catalonia,POINT (1.03377 41.93327),2022-06-16T13:04:00,2022-06-21T20:52:00,response,True,2,7,"On the 16 June 2022, three wildfires in Spain's Catalonia region reduced about 1100 hectares of woods and bushes to ash, as a heat-wave brought temperatures close to record highs in the area. The forest fire occurred in Artesa de Segre in Lleida has burnt through 500 hectares of vegetation and co...",
EMSR577,[{'short_name': 'Suriname'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Suriname,POINT (-55.0491 5.0432),2022-06-15T08:26:00,2022-06-17T11:57:00,response,True,4,8,"On 25 May 2022, the President of Suriname declared a national emergency from flooding, impacting the districts of Brokopondo, Sipaliwini, Marowijne, Para, Saramacca, Coronie and Nickerie. After a short dry season between February and March 2022, steady and heavy rain showers fell between March an...",
EMSN130,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}","Wildfires in Pujerra, Spain",POINT (-5.09846 36.52755),2022-06-09T02:00:00,,recovery,True,1,1,"The CEMS Risk and Recovery Standard (RRM STD) has been activated by the Spanish General Directorate of Civil Protection and Emergencies (CENEM) on behalf of the Ministry of Interior of Spain, D. G. Guardia Civil and Jefatura del Seprona, following the forest fire that broke out in the region of A...",
EMSR576,[{'short_name': 'Greece'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fire in Mount Hymettus- Greece,POINT (23.8 37.86),2022-06-05T10:26:00,2022-06-07T10:02:00,response,True,1,2,A wild fire started the 4 June 2022 at the foothills of Mount Hymettus in the southern Athens suburb of Ano Glyfada. Residents were evacuated from several areas in the suburb of Ano Voula and Vari and some twenty residential homes are reported to have been damaged by the flames. Copernicus EMS Ma...,
EMSR575,[{'short_name': 'Germany'}],"{'slug': 'storm', 'name': 'Storm'}",Storm in Paderborn- Germany,POINT (8.76255 51.7158),2022-05-24T07:04:00,2022-05-30T12:47:00,response,True,1,1,"In context of the low-pressure system Emmelinde severe weather (storm, heavy rainfall, hail) affected several parts of Germany on 20th May 2022. In the afternoon a tornado crossed the city of Paderborn, Western Germany (North Rhine-Westfalia), from Southwest to Northeast on a track of about 5,5 k...",
EMSR574,[{'short_name': 'Australia'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Queensland- Australia,POINT (152.5 -26.85),2022-05-13T12:40:00,2022-05-19T08:47:00,response,True,2,2,"Flooding events took place in South East Queensland earlier this year which resulted in loss of life and property. This week, a weather event has returned bringing large amounts of rain. Due to soil moisture levels there is expected to be flooding in several areas. There has already been one fata...",
EMSR573,[{'short_name': 'Poland'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Prosna- Poland,POINT (20.5342 51.5967),2022-05-12T19:19:00,2022-05-15T19:42:00,response,True,1,2,"On 12 May, a forest fire broke out near the town of Prosna in the Gr√≥jec poviat in Mazovia. The estimated area of the fire is about 100 hectares. Intensive fire-fighting activities are ongoing.",
EMSN129,[{'short_name': 'Portugal'}],"{'slug': 'volcan', 'name': 'Volcanic Activity'}","Volcanic risk assessment in Sao Jorge, Azores",POINT (-28.11195 38.66958),2022-05-06T01:00:00,,preparedness,True,8,34,"The island of São Jorge in the Azores archipelago (Portugal) has been on a V4 high alert since the 23rd March 2022 due to a seismic-volcanic crisis that started on the 19th of the same month, located from Ponta dos Rosais to Norte Pequeno - Silveira area. The most energetic earthquake of this cri...",
EMSN122,[{'short_name': 'Iraq'}],"{'slug': 'flood', 'name': 'Flood'}","Dam break simulation, Iraq",POINT (44.9706 34.11258),2022-04-12T02:00:00,,preparedness,True,3,6,"This Copernicus EMS Risk & Recovery Mapping STD activation was triggered by Federal Office of Civil Protection and Disaster Assistance (BBK), Germany on behalf of The Technical Relief Agency (THW) that is active in Iraq since November 2013. One of the main use would be to support a joint exercise...",
EMSN128,[{'short_name': 'Greece'}],"{'slug': 'other', 'name': 'Other'}",Multi-risk analyses for Delphi and Ancient Olympia archaeological sites in Greece,POINT (22.19937 38.01141),2022-04-05T02:00:00,,preparedness,True,5,146,The present activation aims at supporting the Greece National Secretariat for Civil Protection to develop civil protection plans for archaeological sites facing climate change and its effects with amulti-risk analysis. It focusses on two major Greek archaeological sites and UNESCO World Heritage...,
EMSR572,[{'short_name': 'Bosnia and Herzegovina'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Bosnia and Herzegovina,POINT (17.701 43.06061),2022-04-01T09:34:00,2022-04-03T11:58:00,response,True,1,1,Heavy rains are causing rivers to overflow in the southern part of Bosnia and Herzegovina. The Copernicus EMS Rapid Mapping was requested to monitor the flood event.,
EMSR571,[{'short_name': 'Mexico'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfires in Mexico,POINT (-100.1 25.29),2022-03-29T13:21:00,2022-04-30T01:58:00,response,True,2,37,"As of 29 March, and starting since 25 March, up to 44 forest fires are active in Mexico. Some Federal States such as Nuevo Le√≥n and Tamaulipas have been seriously affected, with up to 1,500 hectares burnt. In Nuevo Le√≥n Civil Protection authorities reported that the fires in the Sierra de Santi...",
EMSR570,[{'short_name': 'Australia'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in New South Wales- Australia,POINT (153.286 -28.8105),2022-03-29T12:07:00,2022-04-01T19:55:00,response,True,2,6,The Australian continent continues to experience a prolonged rainfall event associated with the current La Nina event. This ongoing weather pattern has now impacted New South Wales where a number of the communities within the area are again experiencing severe flooding. Continued and extensive ra...,
EMSR569,[{'short_name': 'Spain'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Valencian Community- Spain,POINT (-0.72055 39.38897),2022-03-21T15:55:00,2022-03-22T20:58:00,response,True,3,6,"Due to heavy rains, flooding is forecast to hit the Valencia Community area on 22 03 2022 and thereafter. Persistent rainfall has been recorded over the last week. Currently, these rains have intensified with records exceeding 200 mm in some areas. There is a potential risk of flooding in the mou...",
EMSR568,[{'short_name': 'Mozambique'}],"{'slug': 'flood', 'name': 'Flood'}",Cyclone Gombe in Mozambique,POINT (40.41866999999999 -15.071880000000007),2022-03-15T16:30:00,2022-03-17T17:46:00,response,True,1,1,,
EMSR567,[{'short_name': 'Australia'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Queensland- Australia,POINT (152.66 -26.19),2022-02-26T19:27:00,2022-03-10T03:33:00,response,True,16,24,The Australian continent continues to experience a prolonged rainfall event associated with the current La Nina event. This ongoing weather pattern has now impacted South East Queensland where a large number of the communities within the area are experiencing once in a generation flooding. The Na...,
EMSR565,[{'short_name': 'Madagascar'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone Emnati in Madagascar,POINT (47.31 -24.28),2022-02-23T10:19:00,2022-03-04T20:37:00,response,True,6,10,"Tropical cyclone EMNATI, made landfall on 22 February 2022, compounding the damage already sustained as a result of tropical cyclones ANA, BATSIRAI and DUMAKO. Copernicus EMS Rapid Mapping has been activated for a situation assessment.",
EMSN123,[{'short_name': 'Austria'}],"{'slug': 'other', 'name': 'Other'}",Nation-wide asset mapping for Austria based on Basic European Assets Map (BEAM),POINT (14.12456 47.59397),2022-02-16T01:00:00,,preparedness,True,1,10,"BEAM (Basic European Assets Map) provides a spatial data package for the estimation and comparison of real and potential damages caused by natural disasters. BEAM is based on spatial and statistical data available throughout Europe (Corine Land Cover, Urban Atlas) and enriched by national statist...",
EMSR564,[{'short_name': 'Madagascar'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone Batsirai in Madagascar,POINT (48.47 -13.85),2022-02-04T14:10:00,2022-02-15T08:19:00,response,True,8,9,"TC BATSIRAI is currently an Intense Tropical Cyclone equivalent to a Category 3 Atlantic hurricane located around 340 km of northwest of Reunion island. The system is expected to make landfall on Saturday over east coasts of Madagascar, potentially as an Intense Tropical Cyclone (Category 3 Atlan...",
EMSN120,"[{'short_name': 'Afghanistan'}, {'short_name': 'Tajikistan'}]","{'slug': 'humanitarian', 'name': 'Humanitarian Crisis'}",Preparedness studies for resilience in the Ishkashim area at the border of Afghanistan and Tajikistan,POINT (71.6014 36.72452),2022-02-03T01:00:00,,preparedness,True,1,1,,
EMSR563,[{'short_name': 'France'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone BATSIRAI in Reunion,POINT (55.45359 -21.049239999999998),2022-02-02T17:56:00,,response,True,1,0,"Tropical Cyclone BATSIRAI is moving south-westwards over the Indian Ocean, approaching Mauritius. On 2-3 February, BATSIRAI is forecast to pass north of Mauritius and R√©union, with maximum sustained winds between 195-215 km/h. Heavy rainfall, strong wind and storm surge are forecast over the who...",
EMSR562,[{'short_name': 'Australia'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Australia,POINT (133.9 -23.75),2022-01-30T02:19:00,2022-02-04T15:12:00,response,True,14,18,"Australia is currently experiencing a prolonged rainfall event across large areas of the Continent. This ongoing weather pattern is resulting_x000D_
in large areas of flood inundation within Northern Territory, South Australia, Queensland and New South Wales. There are currently_x000D_
numerous f...",
EMSR561,[{'short_name': 'Malawi'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Malawi,POINT (35.1105 -16.5793),2022-01-27T15:42:00,2022-02-02T01:23:00,response,True,3,6,"The passage of tropical storm named ANA on 25 January, 2022 over southern Malawi with heavy rainfall caused rivers overflow, floods and landslides resulting in casualties and widespread damage.",
EMSR560,"[{'short_name': 'Falkland Islands'}, {'short_name': 'United Kingdom'}]","{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Broken Island - Falkland Islands,POINT (-59.67939999999999 -51.35120000000003),2022-01-25T21:31:00,2022-02-04T16:28:00,response,True,1,3,,
EMSR559,[{'short_name': 'Madagascar'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Madagascar,POINT (47.61 -17.89),2022-01-25T18:37:00,2022-02-01T15:56:00,response,True,4,8,"Intense rainfall caused by two different tropical weather systems which have impacted Madagascar over the last week has driven flooding, landslides, destruction of infrastructure and loss of life, particularly affecting the country's capital Antananarivo, and other areas of Analamanga Region, in...",
EMSN119,[{'short_name': 'Spain'}],"{'slug': 'volcan', 'name': 'Volcanic Activity'}","Digital Elevation Models of the Cumbre Vieja Volcano in La Palma, Spain",POINT (-17.89898 28.61868),2022-01-18T01:00:00,,recovery,True,1,10,"On September 19th 2021, an eruption on the Cumbre Vieja volcanic ridge started southwest of La Palma, Canary Island, Spain. After 85 days of activity, it stopped on December 13th 2021 and the eruption was officially declared to have ended on December 25th, 2021. Over 7,000 people were evacuated a...",
EMSR558,[{'short_name': 'Tonga'}],"{'slug': 'volcan', 'name': 'Volcanic Activity'}",Volcano eruption in Tonga,POINT (-175.1638 -21.21654),2022-01-15T16:45:00,2022-01-27T07:30:00,response,True,2,2,"After the eruption of the underwater volcano Hunga-Tonga-Hunga-Ha'apai located 65km north of Tonga, a tsunami was triggered and affected several islands in the region. The sky was filled with black ash clouds. Damage following the tsunami has been reported from the capital of Tonga, in other area...",
